 ep year mon day hour min sec gx gy gz
4269 2019 03 06 06 26 58.502308909 -0.020000 -0.020000 -0.020000
4270 2019 03 06 06 26 59.532595133 -0.050000 -0.010000 -0.020000
4271 2019 03 06 06 27 00.562879097 -0.070000 -0.010000 -0.020000
4272 2019 03 06 06 27 01.593145305 -0.030000 -0.020000 -0.020000
4273 2019 03 06 06 27 02.623515056 -0.030000 -0.020000 -0.020000
4274 2019 03 06 06 27 03.653669999 -0.060000 -0.010000 -0.020000
4275 2019 03 06 06 27 04.684103578 -0.050000 -0.020000 -0.020000
4276 2019 03 06 06 27 05.714293630 -0.010000 -0.030000 -0.020000
4277 2019 03 06 06 27 06.744413085 -0.070000 -0.010000 -0.020000
4278 2019 03 06 06 27 07.774610983 -0.050000 -0.020000 -0.020000
4279 2019 03 06 06 27 08.804869208 -0.070000 -0.010000 -0.020000
4280 2019 03 06 06 27 09.835157775 -0.050000 -0.020000 -0.020000
4281 2019 03 06 06 27 10.865405714 -0.070000 -0.010000 -0.020000
4282 2019 03 06 06 27 11.895578835 -0.040000 -0.020000 -0.020000
4283 2019 03 06 06 27 12.925799540 -0.010000 -0.030000 -0.020000
4284 2019 03 06 06 27 13.955931364 -0.060000 -0.020000 -0.020000
4285 2019 03 06 06 27 14.986064484 -0.070000 -0.020000 -0.030000
4286 2019 03 06 06 27 16.016302486 -0.060000 -0.020000 -0.020000
4287 2019 03 06 06 27 17.046419353 -0.020000 -0.030000 -0.020000
4288 2019 03 06 06 27 18.076629603 -0.050000 -0.020000 -0.020000
4289 2019 03 06 06 27 19.107020619 -0.030000 -0.020000 -0.020000
4290 2019 03 06 06 27 20.137337417 -0.050000 -0.020000 -0.020000
4291 2019 03 06 06 27 21.169153865 -0.010000 -0.020000 -0.020000
4292 2019 03 06 06 27 22.199427323 -0.060000 -0.010000 -0.020000
4293 2019 03 06 06 27 23.232928524 -0.060000 -0.020000 -0.020000
4294 2019 03 06 06 27 24.263094173 -0.070000 -0.010000 -0.020000
4295 2019 03 06 06 27 25.293695345 -0.030000 -0.020000 -0.020000
4296 2019 03 06 06 27 26.323859426 -0.030000 -0.020000 -0.020000
4297 2019 03 06 06 27 27.354034602 -0.040000 -0.020000 -0.020000
4298 2019 03 06 06 27 28.384508517 -0.060000 -0.020000 -0.020000
4299 2019 03 06 06 27 29.414791422 -0.070000 -0.010000 -0.020000
4300 2019 03 06 06 27 30.445009654 -0.070000 -0.010000 -0.030000
4301 2019 03 06 06 27 31.475314254 -0.060000 -0.020000 -0.020000
4302 2019 03 06 06 27 32.505573069 -0.050000 -0.020000 -0.020000
4303 2019 03 06 06 27 33.535707438 -0.050000 -0.020000 -0.020000
4304 2019 03 06 06 27 34.565923401 -0.040000 -0.020000 -0.020000
4305 2019 03 06 06 27 35.596148592 -0.030000 -0.030000 -0.020000
4306 2019 03 06 06 27 36.626401002 -0.040000 -0.020000 -0.020000
4307 2019 03 06 06 27 37.656635816 -0.040000 -0.030000 -0.020000
4308 2019 03 06 06 27 38.686730210 -0.050000 -0.010000 -0.020000
4309 2019 03 06 06 27 39.716924490 -0.040000 -0.020000 -0.020000
4310 2019 03 06 06 27 40.747160149 -0.030000 -0.030000 -0.020000
4311 2019 03 06 06 27 41.777250828 -0.020000 -0.030000 -0.020000
4312 2019 03 06 06 27 42.807355544 -0.020000 -0.020000 -0.020000
4313 2019 03 06 06 27 43.837664771 -0.010000 -0.030000 -0.020000
4314 2019 03 06 06 27 44.868028966 -0.070000 -0.010000 -0.020000
4315 2019 03 06 06 27 45.898365513 -0.050000 -0.020000 -0.020000
4316 2019 03 06 06 27 46.928677565 -0.060000 -0.010000 -0.020000
4317 2019 03 06 06 27 47.958932133 -0.030000 -0.020000 -0.020000
4318 2019 03 06 06 27 48.989152680 -0.030000 -0.020000 -0.020000
4319 2019 03 06 06 27 50.019465130 -0.060000 -0.020000 -0.030000
4320 2019 03 06 06 27 51.049708789 -0.050000 -0.020000 -0.020000
4321 2019 03 06 06 27 52.080003610 -0.040000 -0.020000 -0.020000
4322 2019 03 06 06 27 53.110383577 -0.040000 -0.020000 -0.020000
4323 2019 03 06 06 27 54.140830023 -0.040000 -0.020000 -0.020000
4324 2019 03 06 06 27 55.175649737 -0.040000 -0.020000 -0.020000
4325 2019 03 06 06 27 56.207999274 -0.030000 -0.020000 -0.020000
4326 2019 03 06 06 27 57.239879817 -0.040000 -0.020000 -0.020000
4327 2019 03 06 06 27 58.271421162 -0.060000 -0.010000 -0.020000
4328 2019 03 06 06 27 59.302459462 -0.050000 -0.020000 -0.030000
4329 2019 03 06 06 28 00.333018493 -0.030000 -0.020000 -0.020000
4330 2019 03 06 06 28 01.363422842 -0.010000 -0.020000 -0.010000
4331 2019 03 06 06 28 02.393838566 -0.050000 0.070000 -0.530000
4332 2019 03 06 06 28 03.424232212 -0.190000 0.010000 -0.360000
4333 2019 03 06 06 28 04.454579078 -0.050000 -0.050000 -0.010000
4334 2019 03 06 06 28 05.484967365 -0.050000 -0.010000 0.000000
4335 2019 03 06 06 28 06.515213998 -0.040000 -0.020000 -0.020000
4336 2019 03 06 06 28 07.545505715 -0.020000 -0.030000 -0.020000
4337 2019 03 06 06 28 08.575854269 -0.030000 -0.030000 -0.020000
4338 2019 03 06 06 28 09.606057212 -0.050000 -0.020000 -0.020000
4339 2019 03 06 06 28 10.636259149 -0.080000 -0.020000 -0.020000
4340 2019 03 06 06 28 11.666445795 -0.040000 -0.010000 -0.020000
4341 2019 03 06 06 28 12.696785401 -0.050000 -0.020000 -0.020000
4342 2019 03 06 06 28 13.727004485 -0.020000 -0.020000 -0.020000
4343 2019 03 06 06 28 14.757289316 -0.050000 -0.020000 -0.020000
4344 2019 03 06 06 28 15.787510619 -0.050000 -0.010000 -0.020000
4345 2019 03 06 06 28 16.817843571 -0.060000 -0.010000 -0.020000
4346 2019 03 06 06 28 17.848078541 -0.050000 -0.020000 -0.020000
4347 2019 03 06 06 28 18.878286705 -0.040000 -0.020000 -0.020000
4348 2019 03 06 06 28 19.908507683 -0.030000 -0.020000 -0.020000
4349 2019 03 06 06 28 20.938823381 -0.010000 -0.030000 -0.020000
4350 2019 03 06 06 28 21.969160978 -0.060000 -0.010000 -0.020000
4351 2019 03 06 06 28 22.999515044 -0.070000 -0.010000 -0.020000
4352 2019 03 06 06 28 24.029964483 -0.070000 -0.010000 -0.020000
4353 2019 03 06 06 28 25.060226428 -0.020000 -0.020000 -0.010000
4354 2019 03 06 06 28 26.090471208 -0.040000 -0.030000 -0.020000
4355 2019 03 06 06 28 27.120772036 -0.040000 -0.020000 -0.020000
4356 2019 03 06 06 28 28.151021926 -0.050000 -0.020000 -0.020000
4357 2019 03 06 06 28 29.182548484 -0.040000 -0.020000 -0.020000
4358 2019 03 06 06 28 30.213102582 -0.040000 -0.020000 -0.020000
4359 2019 03 06 06 28 31.243487799 -0.050000 -0.010000 -0.020000
4360 2019 03 06 06 28 32.273664800 -0.050000 -0.020000 -0.020000
4361 2019 03 06 06 28 33.303958866 -0.030000 -0.030000 -0.020000
4362 2019 03 06 06 28 34.334118700 -0.040000 -0.020000 -0.020000
4363 2019 03 06 06 28 35.364315267 -0.070000 -0.020000 -0.020000
4364 2019 03 06 06 28 36.394514965 -0.010000 -0.010000 -0.020000
4365 2019 03 06 06 28 37.424815174 -0.070000 -0.010000 -0.020000
4366 2019 03 06 06 28 38.455048028 -0.030000 -0.020000 -0.010000
4367 2019 03 06 06 28 39.485289346 -0.040000 -0.020000 -0.020000
4368 2019 03 06 06 28 40.515486151 -0.040000 -0.020000 -0.020000
4369 2019 03 06 06 28 41.545728010 -0.050000 -0.020000 -0.020000
4370 2019 03 06 06 28 42.575952309 -0.030000 -0.030000 -0.020000
4371 2019 03 06 06 28 43.606174040 -0.070000 -0.010000 -0.020000
4372 2019 03 06 06 28 44.636369603 -0.030000 -0.020000 -0.020000
4373 2019 03 06 06 28 45.666610806 -0.070000 0.000000 -0.020000
4374 2019 03 06 06 28 46.696861028 -0.050000 -0.020000 -0.020000
4375 2019 03 06 06 28 47.727071772 -0.040000 -0.020000 -0.020000
4376 2019 03 06 06 28 48.757309639 -0.040000 -0.020000 -0.020000
4377 2019 03 06 06 28 49.788817729 -0.030000 -0.030000 -0.010000
4378 2019 03 06 06 28 50.819069351 -0.040000 -0.020000 -0.020000
4379 2019 03 06 06 28 51.849282917 -0.020000 -0.030000 -0.020000
4380 2019 03 06 06 28 52.879540499 -0.030000 -0.030000 -0.020000
4381 2019 03 06 06 28 53.909852555 -0.040000 -0.020000 -0.020000
4382 2019 03 06 06 28 54.940099032 -0.070000 -0.010000 -0.020000
4383 2019 03 06 06 28 55.970351168 -0.060000 -0.010000 -0.020000
4384 2019 03 06 06 28 57.000628849 -0.040000 -0.020000 -0.010000
4385 2019 03 06 06 28 58.030918016 -0.010000 -0.030000 -0.020000
4386 2019 03 06 06 28 59.061172145 -0.030000 -0.020000 -0.020000
4387 2019 03 06 06 29 00.091464243 0.000000 -0.030000 -0.010000
4388 2019 03 06 06 29 01.127434693 -0.050000 -0.010000 -0.020000
4389 2019 03 06 06 29 02.161139728 -0.050000 -0.020000 -0.020000
4390 2019 03 06 06 29 03.192649750 -0.060000 -0.010000 -0.020000
4391 2019 03 06 06 29 04.224736904 -0.040000 -0.010000 -0.020000
4392 2019 03 06 06 29 05.254983021 -0.050000 -0.030000 0.030000
4393 2019 03 06 06 29 06.285304510 -0.030000 -0.040000 -0.020000
4394 2019 03 06 06 29 07.315813389 -0.040000 -0.020000 -0.020000
4395 2019 03 06 06 29 08.346207428 -0.030000 -0.020000 -0.020000
4396 2019 03 06 06 29 09.376366571 -0.060000 -0.010000 -0.020000
4397 2019 03 06 06 29 10.406515179 -0.060000 -0.010000 -0.020000
4398 2019 03 06 06 29 11.436635587 -0.020000 -0.030000 -0.020000
4399 2019 03 06 06 29 12.466786381 -0.020000 -0.030000 -0.010000
4400 2019 03 06 06 29 13.496921723 -0.030000 -0.030000 -0.010000
4401 2019 03 06 06 29 14.527075304 -0.040000 -0.020000 -0.020000
4402 2019 03 06 06 29 15.557199047 -0.030000 -0.030000 -0.020000
4403 2019 03 06 06 29 16.587313362 -0.030000 -0.020000 -0.020000
4404 2019 03 06 06 29 17.617427931 -0.030000 -0.020000 -0.020000
4405 2019 03 06 06 29 18.647581599 -0.020000 -0.020000 -0.020000
4406 2019 03 06 06 29 19.677698948 -0.040000 -0.020000 -0.020000
4407 2019 03 06 06 29 20.707809918 -0.040000 -0.020000 -0.020000
4408 2019 03 06 06 29 21.737922106 -0.060000 -0.010000 -0.020000
4409 2019 03 06 06 29 22.768055664 -0.040000 -0.020000 -0.020000
4410 2019 03 06 06 29 23.798224857 -0.050000 -0.040000 -0.020000
4411 2019 03 06 06 29 24.828365672 -0.060000 -0.020000 -0.030000
4412 2019 03 06 06 29 25.858539248 -0.030000 -0.030000 -0.020000
4413 2019 03 06 06 29 26.888722973 -0.070000 -0.010000 -0.020000
4414 2019 03 06 06 29 27.918895023 -0.020000 -0.020000 -0.020000
4415 2019 03 06 06 29 28.949042009 -0.050000 -0.020000 -0.020000
4416 2019 03 06 06 29 29.979180747 -0.040000 -0.010000 -0.020000
4417 2019 03 06 06 29 31.009444874 -0.040000 -0.020000 -0.020000
4418 2019 03 06 06 29 32.039703823 -0.060000 -0.010000 -0.020000
4419 2019 03 06 06 29 33.069986910 -0.030000 -0.020000 -0.020000
4420 2019 03 06 06 29 34.105878800 -0.050000 -0.020000 -0.020000
4421 2019 03 06 06 29 35.140576740 -0.060000 -0.010000 -0.020000
4422 2019 03 06 06 29 36.173192531 -0.040000 -0.020000 -0.020000
4423 2019 03 06 06 29 37.206923072 -0.070000 -0.010000 -0.020000
4424 2019 03 06 06 29 38.239017532 -0.030000 -0.020000 -0.020000
4425 2019 03 06 06 29 39.269471111 -0.040000 -0.030000 -0.020000
4426 2019 03 06 06 29 40.304092384 -0.030000 -0.030000 -0.020000
4427 2019 03 06 06 29 41.334547710 -0.040000 -0.020000 -0.020000
4428 2019 03 06 06 29 42.369548575 -0.050000 -0.020000 -0.020000
4429 2019 03 06 06 29 43.400027766 -0.030000 -0.020000 0.020000
4430 2019 03 06 06 29 44.430503389 -0.060000 -0.010000 -0.020000
4431 2019 03 06 06 29 45.460956432 -0.040000 -0.030000 -0.020000
4432 2019 03 06 06 29 46.491420273 -0.020000 -0.020000 -0.020000
4433 2019 03 06 06 29 47.521875952 -0.050000 -0.020000 -0.020000
4434 2019 03 06 06 29 48.552326696 -0.040000 -0.010000 -0.020000
4435 2019 03 06 06 29 49.582769895 -0.040000 -0.020000 -0.020000
4436 2019 03 06 06 29 50.613203983 -0.060000 -0.010000 -0.010000
4437 2019 03 06 06 29 51.643668124 -0.040000 -0.020000 -0.010000
4438 2019 03 06 06 29 52.674145075 -0.040000 -0.020000 -0.010000
4439 2019 03 06 06 29 53.704586708 -0.050000 -0.020000 -0.020000
4440 2019 03 06 06 29 55.192475984 -0.040000 -0.020000 -0.020000
4441 2019 03 06 06 29 56.227563096 -0.040000 -0.020000 -0.020000
4442 2019 03 06 06 29 57.259005163 -0.050000 -0.020000 -0.020000
4443 2019 03 06 06 29 58.289700517 -0.030000 -0.020000 0.000000
4444 2019 03 06 06 29 59.320254603 -0.050000 -0.020000 -0.020000
4445 2019 03 06 06 30 00.350914909 -0.030000 -0.020000 -0.020000
4446 2019 03 06 06 30 01.381514616 -0.050000 -0.010000 -0.020000
4447 2019 03 06 06 30 02.412077730 -0.030000 -0.020000 -0.020000
4448 2019 03 06 06 30 03.442607425 -0.030000 -0.020000 -0.020000
4449 2019 03 06 06 30 04.473168383 -0.020000 -0.010000 -0.020000
4450 2019 03 06 06 30 05.503733103 -0.030000 -0.020000 -0.020000
4451 2019 03 06 06 30 06.534292364 -0.040000 -0.020000 -0.020000
4452 2019 03 06 06 30 07.564583985 -0.020000 -0.030000 -0.020000
4453 2019 03 06 06 30 08.594843527 -0.030000 -0.020000 -0.020000
4454 2019 03 06 06 30 09.625108799 -0.030000 -0.030000 -0.010000
4455 2019 03 06 06 30 10.655346777 -0.060000 -0.020000 -0.020000
4456 2019 03 06 06 30 11.685637614 -0.050000 -0.020000 -0.020000
4457 2019 03 06 06 30 12.715804074 -0.040000 -0.010000 -0.020000
4458 2019 03 06 06 30 13.745963651 -0.020000 -0.020000 -0.020000
4459 2019 03 06 06 30 14.776118216 -0.040000 -0.010000 -0.020000
4460 2019 03 06 06 30 15.806276519 -0.040000 -0.010000 -0.020000
4461 2019 03 06 06 30 16.836540896 -0.040000 -0.020000 -0.020000
4462 2019 03 06 06 30 17.866703124 -0.030000 -0.020000 -0.020000
4463 2019 03 06 06 30 18.896845228 -0.030000 -0.020000 -0.020000
4464 2019 03 06 06 30 19.927030641 -0.020000 -0.020000 -0.020000
4465 2019 03 06 06 30 20.957209103 -0.040000 -0.020000 -0.020000
4466 2019 03 06 06 30 21.987259105 -0.050000 -0.020000 -0.020000
4467 2019 03 06 06 30 23.017338089 -0.050000 -0.010000 -0.020000
4468 2019 03 06 06 30 24.047400430 -0.060000 -0.020000 -0.010000
4469 2019 03 06 06 30 25.077573881 -0.060000 -0.020000 -0.020000
4470 2019 03 06 06 30 26.113301137 -0.040000 -0.020000 -0.020000
4471 2019 03 06 06 30 27.144819216 -0.040000 -0.020000 -0.020000
4472 2019 03 06 06 30 28.175014952 -0.030000 -0.030000 -0.020000
4473 2019 03 06 06 30 29.205292468 -0.050000 -0.020000 -0.030000
4474 2019 03 06 06 30 30.235469631 -0.050000 -0.010000 -0.020000
4475 2019 03 06 06 30 31.265628418 -0.030000 -0.020000 -0.020000
4476 2019 03 06 06 30 32.295705443 -0.060000 -0.020000 -0.020000
4477 2019 03 06 06 30 33.325758983 -0.020000 -0.020000 -0.020000
4478 2019 03 06 06 30 34.355831691 -0.040000 -0.020000 -0.020000
4479 2019 03 06 06 30 35.386014918 -0.050000 -0.010000 -0.020000
4480 2019 03 06 06 30 36.416166791 -0.050000 -0.020000 -0.020000
4481 2019 03 06 06 30 37.446230279 -0.060000 -0.010000 -0.020000
4482 2019 03 06 06 30 38.476285846 -0.040000 -0.020000 -0.020000
4483 2019 03 06 06 30 39.506447550 -0.070000 -0.020000 -0.020000
4484 2019 03 06 06 30 40.536499458 -0.060000 -0.010000 -0.020000
4485 2019 03 06 06 30 41.566654478 -0.040000 -0.030000 -0.030000
4486 2019 03 06 06 30 42.596798552 -0.040000 -0.010000 -0.020000
4487 2019 03 06 06 30 43.626851054 -0.040000 -0.030000 -0.010000
4488 2019 03 06 06 30 44.657031454 -0.030000 -0.020000 -0.020000
4489 2019 03 06 06 30 45.687081375 -0.040000 -0.020000 -0.020000
4490 2019 03 06 06 30 46.717132737 -0.020000 -0.030000 -0.010000
4491 2019 03 06 06 30 47.747160437 -0.050000 -0.010000 -0.020000
4492 2019 03 06 06 30 48.777214836 -0.040000 -0.020000 -0.020000
4493 2019 03 06 06 30 49.807360566 -0.040000 -0.020000 -0.020000
4494 2019 03 06 06 30 50.837527523 -0.060000 -0.020000 -0.020000
4495 2019 03 06 06 30 51.867678729 -0.030000 -0.010000 -0.020000
4496 2019 03 06 06 30 52.897849962 -0.010000 -0.030000 -0.020000
4497 2019 03 06 06 30 53.927997680 -0.020000 -0.030000 -0.020000
4498 2019 03 06 06 30 54.958047352 -0.030000 -0.030000 -0.020000
4499 2019 03 06 06 30 55.988116422 -0.030000 -0.020000 -0.020000
4500 2019 03 06 06 30 57.018185620 -0.040000 -0.020000 -0.020000
4501 2019 03 06 06 30 58.048237029 -0.040000 -0.020000 -0.020000
4502 2019 03 06 06 30 59.078283614 -0.040000 -0.020000 -0.020000
4503 2019 03 06 06 31 00.108430267 -0.040000 -0.020000 -0.020000
4504 2019 03 06 06 31 01.159190068 -0.030000 -0.020000 -0.020000
4505 2019 03 06 06 31 02.191248527 -0.040000 -0.020000 -0.020000
4506 2019 03 06 06 31 03.223271794 -0.040000 -0.020000 -0.020000
4507 2019 03 06 06 31 04.253507678 -0.040000 -0.020000 -0.020000
4508 2019 03 06 06 31 05.283729774 -0.040000 -0.020000 -0.020000
4509 2019 03 06 06 31 06.313972090 -0.010000 -0.020000 -0.020000
4510 2019 03 06 06 31 07.344133430 -0.040000 -0.020000 -0.030000
4511 2019 03 06 06 31 08.374290613 -0.050000 -0.030000 -0.020000
4512 2019 03 06 06 31 09.404473326 -0.040000 -0.020000 -0.020000
4513 2019 03 06 06 31 10.434654276 -0.040000 -0.020000 -0.020000
4514 2019 03 06 06 31 11.464806173 -0.040000 -0.020000 -0.020000
4515 2019 03 06 06 31 12.494967450 -0.040000 -0.020000 -0.020000
4516 2019 03 06 06 31 13.525131753 -0.060000 -0.010000 -0.020000
4517 2019 03 06 06 31 14.555272260 -0.030000 -0.020000 -0.020000
4518 2019 03 06 06 31 15.585395062 -0.040000 -0.020000 -0.020000
4519 2019 03 06 06 31 16.615624792 -0.060000 -0.020000 -0.020000
4520 2019 03 06 06 31 17.645780306 -0.050000 -0.020000 -0.010000
4521 2019 03 06 06 31 18.675965977 -0.060000 -0.020000 -0.020000
4522 2019 03 06 06 31 19.706092014 -0.050000 -0.030000 -0.020000
4523 2019 03 06 06 31 20.736227998 -0.040000 -0.020000 -0.020000
4524 2019 03 06 06 31 21.766411792 -0.030000 -0.030000 -0.020000
4525 2019 03 06 06 31 22.796559856 -0.030000 -0.020000 -0.030000
4526 2019 03 06 06 31 23.826682396 -0.050000 -0.030000 -0.020000
4527 2019 03 06 06 31 24.856828786 -0.050000 -0.030000 -0.020000
4528 2019 03 06 06 31 25.886958660 -0.030000 -0.020000 -0.020000
4529 2019 03 06 06 31 26.917194726 -0.040000 -0.020000 -0.020000
4530 2019 03 06 06 31 27.947328547 -0.050000 -0.020000 -0.020000
4531 2019 03 06 06 31 28.977471268 -0.040000 -0.020000 -0.020000
4532 2019 03 06 06 31 30.007629449 -0.020000 -0.030000 -0.010000
4533 2019 03 06 06 31 31.037763979 -0.040000 -0.020000 -0.020000
4534 2019 03 06 06 31 32.067976310 -0.050000 -0.020000 -0.020000
4535 2019 03 06 06 31 33.098159360 -0.040000 -0.030000 -0.020000
4536 2019 03 06 06 31 34.128315161 -0.050000 -0.010000 -0.020000
4537 2019 03 06 06 31 35.158467723 -0.040000 -0.020000 -0.020000
4538 2019 03 06 06 31 36.190739228 -0.030000 -0.020000 -0.020000
4539 2019 03 06 06 31 37.221547009 -0.040000 -0.020000 -0.020000
4540 2019 03 06 06 31 38.258247072 -0.050000 -0.010000 -0.020000
4541 2019 03 06 06 31 39.288317762 -0.040000 -0.020000 -0.020000
4542 2019 03 06 06 31 40.318387239 -0.040000 -0.020000 -0.020000
4543 2019 03 06 06 31 41.348446493 -0.040000 -0.020000 -0.020000
4544 2019 03 06 06 31 42.378511773 -0.040000 -0.020000 -0.020000
4545 2019 03 06 06 31 43.408958798 -0.040000 -0.030000 -0.020000
4546 2019 03 06 06 31 44.439090908 -0.060000 -0.020000 -0.020000
4547 2019 03 06 06 31 45.469225127 -0.050000 -0.020000 -0.020000
4548 2019 03 06 06 31 46.499379538 -0.050000 -0.020000 -0.020000
4549 2019 03 06 06 31 47.529461680 -0.050000 -0.010000 -0.020000
4550 2019 03 06 06 31 48.559590836 -0.050000 -0.020000 -0.020000
4551 2019 03 06 06 31 49.589717790 -0.040000 -0.020000 -0.030000
4552 2019 03 06 06 31 50.619812440 -0.040000 -0.020000 -0.020000
4553 2019 03 06 06 31 51.649897552 -0.060000 -0.020000 -0.020000
4554 2019 03 06 06 31 52.680014591 -0.060000 -0.020000 -0.020000
4555 2019 03 06 06 31 53.710142259 -0.030000 -0.020000 -0.020000
4556 2019 03 06 06 31 54.740261862 -0.060000 -0.010000 -0.020000
4557 2019 03 06 06 31 55.770460753 -0.040000 -0.020000 -0.020000
4558 2019 03 06 06 31 56.800560906 -0.040000 -0.020000 -0.020000
4559 2019 03 06 06 31 57.830641443 -0.040000 -0.010000 -0.020000
4560 2019 03 06 06 31 58.860724663 -0.040000 -0.020000 -0.020000
4561 2019 03 06 06 31 59.890801091 -0.040000 -0.020000 -0.020000
4562 2019 03 06 06 32 00.920909274 -0.060000 -0.020000 -0.020000
4563 2019 03 06 06 32 01.951045779 -0.050000 -0.020000 -0.020000
4564 2019 03 06 06 32 02.981173577 -0.040000 -0.020000 -0.020000
4565 2019 03 06 06 32 04.011266002 -0.050000 -0.020000 -0.020000
4566 2019 03 06 06 32 05.041383935 -0.050000 -0.020000 -0.020000
4567 2019 03 06 06 32 06.071524685 -0.060000 -0.020000 -0.030000
4568 2019 03 06 06 32 07.101721750 -0.050000 -0.020000 -0.020000
4569 2019 03 06 06 32 08.131821738 -0.050000 -0.010000 -0.020000
4570 2019 03 06 06 32 09.161973152 -0.040000 -0.020000 -0.020000
4571 2019 03 06 06 32 10.192231466 -0.020000 -0.030000 -0.020000
4572 2019 03 06 06 32 11.229478450 -0.030000 -0.020000 -0.020000
4573 2019 03 06 06 32 12.259718218 -0.030000 -0.030000 -0.020000
4574 2019 03 06 06 32 13.290107506 -0.060000 -0.010000 -0.030000
4575 2019 03 06 06 32 14.320696369 -0.050000 -0.020000 -0.020000
4576 2019 03 06 06 32 15.350885099 -0.020000 -0.030000 -0.010000
4577 2019 03 06 06 32 16.381120021 -0.060000 -0.010000 -0.020000
4578 2019 03 06 06 32 17.411378117 -0.020000 -0.030000 -0.020000
4579 2019 03 06 06 32 18.441615431 -0.030000 -0.030000 -0.020000
4580 2019 03 06 06 32 19.471873479 -0.040000 -0.020000 -0.020000
4581 2019 03 06 06 32 20.502159713 -0.040000 -0.030000 -0.020000
4582 2019 03 06 06 32 21.532478562 -0.020000 -0.030000 -0.020000
4583 2019 03 06 06 32 22.562741434 -0.010000 -0.030000 -0.020000
4584 2019 03 06 06 32 23.592955572 -0.030000 -0.020000 -0.020000
4585 2019 03 06 06 32 24.623201244 -0.060000 -0.020000 -0.020000
4586 2019 03 06 06 32 25.653461889 -0.070000 -0.010000 -0.030000
4587 2019 03 06 06 32 26.683655425 -0.050000 -0.020000 -0.020000
4588 2019 03 06 06 32 27.713954259 -0.060000 -0.010000 -0.020000
4589 2019 03 06 06 32 28.744229169 -0.050000 -0.010000 -0.020000
4590 2019 03 06 06 32 29.774486409 -0.060000 -0.010000 -0.020000
4591 2019 03 06 06 32 30.804724630 -0.030000 -0.030000 -0.020000
4592 2019 03 06 06 32 31.835001127 -0.030000 -0.020000 -0.020000
4593 2019 03 06 06 32 32.865260954 -0.030000 -0.020000 -0.020000
4594 2019 03 06 06 32 33.895506823 -0.060000 -0.020000 -0.020000
4595 2019 03 06 06 32 34.925808115 -0.050000 -0.020000 -0.020000
4596 2019 03 06 06 32 35.956034985 -0.040000 -0.020000 -0.020000
4597 2019 03 06 06 32 36.986265512 -0.030000 -0.030000 -0.010000
4598 2019 03 06 06 32 38.016505112 -0.020000 -0.030000 -0.020000
4599 2019 03 06 06 32 39.046750191 -0.070000 -0.010000 -0.020000
4600 2019 03 06 06 32 40.076994874 -0.040000 -0.020000 -0.020000
4601 2019 03 06 06 32 41.115766471 -0.040000 -0.020000 -0.020000
4602 2019 03 06 06 32 42.151078500 -0.030000 -0.010000 -0.010000
4603 2019 03 06 06 32 43.183320615 -0.040000 -0.020000 -0.020000
4604 2019 03 06 06 32 44.213731612 -0.050000 -0.020000 -0.020000
4605 2019 03 06 06 32 45.244143113 -0.050000 -0.020000 -0.020000
4606 2019 03 06 06 32 46.274573040 -0.060000 -0.020000 -0.020000
4607 2019 03 06 06 32 47.307688506 -0.030000 -0.020000 -0.020000
4608 2019 03 06 06 32 48.340832090 -0.080000 -0.010000 -0.020000
4609 2019 03 06 06 32 49.371204857 -0.060000 -0.020000 -0.020000
4610 2019 03 06 06 32 50.401363555 -0.040000 -0.020000 -0.020000
4611 2019 03 06 06 32 51.431563923 -0.050000 -0.020000 -0.030000
4612 2019 03 06 06 32 52.461777787 -0.040000 -0.030000 -0.020000
4613 2019 03 06 06 32 53.491987492 -0.050000 0.000000 -0.020000
4614 2019 03 06 06 32 54.522166634 -0.060000 -0.010000 -0.020000
4615 2019 03 06 06 32 55.552387615 -0.060000 0.000000 -0.020000
4616 2019 03 06 06 32 56.582561059 -0.030000 -0.020000 -0.020000
4617 2019 03 06 06 32 57.612778430 -0.060000 -0.010000 -0.020000
4618 2019 03 06 06 32 58.642979417 -0.020000 -0.020000 -0.020000
4619 2019 03 06 06 32 59.673161469 -0.020000 -0.040000 0.000000
4620 2019 03 06 06 33 00.703326570 -0.040000 -0.020000 -0.020000
4621 2019 03 06 06 33 01.733506441 -0.050000 -0.020000 -0.020000
4622 2019 03 06 06 33 02.763668741 -0.070000 -0.020000 -0.020000
4623 2019 03 06 06 33 03.793864880 -0.070000 -0.010000 -0.020000
4624 2019 03 06 06 33 04.824066630 -0.040000 -0.020000 -0.020000
4625 2019 03 06 06 33 05.854216650 -0.060000 0.000000 -0.010000
4626 2019 03 06 06 33 06.884406715 -0.070000 -0.010000 -0.020000
4627 2019 03 06 06 33 07.914553804 -0.020000 -0.020000 -0.020000
4628 2019 03 06 06 33 08.944757713 -0.020000 -0.030000 -0.020000
4629 2019 03 06 06 33 09.974922090 -0.050000 -0.020000 -0.020000
4630 2019 03 06 06 33 11.005101941 -0.020000 -0.030000 -0.020000
4631 2019 03 06 06 33 12.035270382 -0.050000 -0.010000 -0.020000
4632 2019 03 06 06 33 13.065428567 -0.060000 -0.020000 -0.020000
4633 2019 03 06 06 33 14.095847289 -0.020000 -0.020000 -0.020000
4634 2019 03 06 06 33 15.153688742 -0.060000 -0.010000 -0.020000
4635 2019 03 06 06 33 16.183905655 -0.040000 -0.020000 -0.020000
4636 2019 03 06 06 33 17.220605687 0.000000 -0.030000 -0.020000
